Artist,Related Artists
Thắng,"Vũ Thanh Vân, Tùng, Haisam, 7UPPERCUTS, Cá Hồi Hoang, Ngọt, Cam, Thành Đồng, Kiên Trịnh, TRANG, Hào, Wren Evans, The Flob, WEAN, Minh Đinh, SIVAN, The Cassette, Madihu, Lena, Naomi"
JSOL,"Hoàng Duyên, CARA, Rum, Han Sara, Thiều Bảo Trâm, Juky San, Phí Phương Anh, Ngô Anh Đạt, Pham Dinh Thai Ngan, Ngô Lan Hương, Lil Zpoet, Anh Khoa, MiiNa, Duongg, Huỳnh Tú, NIT, RIN9, O.lew, kis, 2T"
Da LAB,"Masew, Trúc Nhân, Tiên Tiên, JUUN D, MIN, Osad, Rhymastic, Vũ., Phuong Ly, Trung Quân, Sơn Tùng M-TP, Đức Phúc, Vu Cat Tuong, YanBi, Tóc Tiên, Bao Anh, Văn Mai Hương, Hoang Ton, Thùy Chi, JustaTee"
JustaTee,"Lou Hoàng, Only C, Osad, Phuong Ly, Hoang Ton, Masew, Tiên Tiên, MIN, YanBi, Trúc Nhân, Vuong Anh Tu, Rhymastic, Đức Phúc, Bao Anh, Chi Pu, HuyR, Sơn Tùng M-TP, Hoàng Yến Chibi, Vu Cat Tuong, Trung Quân"
HIEUTHUHAI,"MANBO, Winno, Rhymastic, Rapital, UMIE, Osad, Hoang Ton, GPG msmy, Phuc Du, B Ray, JustaTee, tlinh, MONSTAR, QNT, Gill, Changg, Obito, Madihu, Emcee L (Da LAB), Binz"
Tóc Tiên,"Thùy Chi, Hồ Ngọc Hà, Uyên Linh, Ha Anh Tuan, Đông Nhi, Trần Thu Hà, Lệ Quyên, Văn Mai Hương, Nguyên Hà, Ung Hoang Phuc, Quang Vinh, Hoàng Thùy Linh, Bich Phuong, Bằng Kiều, Lương Bích Hữu, Tuấn Hưng, Mỹ Tâm, Anh Khang, Noo Phước Thịnh, Trinh Thang Binh"
Văn Mai Hương,"Hồ Ngọc Hà, Thùy Chi, Uyên Linh, Hoàng Thùy Linh, Đông Nhi, Trinh Thang Binh, Noo Phước Thịnh, Mỹ Tâm, Miu Lê, Mr.Siro, Hồ Quỳnh Hương, Ha Anh Tuan, Bich Phuong, Minh Vương M4U, Quốc Thiên, Nguyên Hà, Khắc Việt, Tóc Tiên, Bằng Kiều, Lam Truong"
Suni Hạ Linh,"Hoang Ton, Hứa Kim Tuyền, Kai Đinh, ERIK, Orange, Vu Cat Tuong, Hoàng Dũng, Tiên Tiên, Bùi Anh Tuấn, Only C, Lou Hoàng, Văn Mai Hương, Phuong Ly, Tóc Tiên, Lyly, T.R.I, SOOBIN, Emcee L (Da LAB), 14 Casper, Myra Trần"
RAP VIỆT,"Andree Right Hand, Gill, Rapital, Rhymastic, B Ray, QNT, Binz, Wxrdie, Sol7, 16 Typh, MANBO, Lil Wuyn, Obito, Winno, WEAN, JustaTee, Low G, Phuc Du, Mikelodic, Osad"
Sơn Tùng M-TP,"Hoang Ton, Vu Cat Tuong, MIN, Đức Phúc, Osad, Trúc Nhân, Tiên Tiên, Bao Anh, Masew, Only C, Trung Quân, Rhymastic, Phuong Ly, Vũ., JustaTee, Lou Hoàng, YanBi, JUUN D, Chi Pu, Charmy pham"
MONSTAR,"Changg, Kha, T.R.I, Kai Đinh, SIVAN, Emcee L (Da LAB), UMIE, Phuong Ly, Winno, Wren Evans, Nguyên, 14 Casper, SOOBIN, Sean, Osad, Obito, Hoang Ton, Hứa Kim Tuyền, Suni Hạ Linh, Rhymastic"
Myra Trần,"Hứa Kim Tuyền, DICKSON, Thùy Chi, Tóc Tiên, Anh Tú, 14 Casper, Hoà Minzy, Văn Mai Hương, Biển Của Hy Vọng, Hương Giang, Kai Đinh, Nguyên, Hà Nhi, Uyên Linh, Sean, Huỳnh Tú, Bao Anh, Tăng Phúc, Trung Quân, Ngô Lan Hương"
Tăng Duy Tân,"Dunghoangpham, Masew, Karik, Hoà Minzy, Doãn Hiếu, Osad, New Media, Lou Hoàng, DICKSON, Hoang Ton, Orange, Cukak, H2O Remix, Tăng Phúc, Diệu Kiên, H2O Music, Hương Ly, Phát Huy T4, HuyR, Tóc Tiên"
SRAG FM,
Adele,"Sia, Kelly Clarkson, Jessie J, P!nk, Katy Perry, Jess Glynne, Birdy, Christina Perri, Sam Smith, Ellie Goulding, Little Mix, Lady Gaga, Calum Scott, James Arthur, Emeli Sandé, Demi Lovato, Alessia Cara, Christina Aguilera, James Bay, Alicia Keys"
JIN,"V, RM, j-hope, OMJamie, Jung Kook, BTS Island: In the SEOM, Agust D, BTS World, So!YoON!, WOOSUNG, The Rose, Smyang Piano, MDP, DooPiano, 김우성, TAEYANG, Eric Nam, Colde, Jackson Wang, TOMORROW X TOGETHER, "
Rihanna,"Fergie, Beyoncé, Nicki Minaj, Justin Timberlake, Katy Perry, Gwen Stefani, Demi Lovato, Britney Spears, ""Destinys Child"", Cardi B, Iggy Azalea, Selena Gomez, Ciara, Jessie J, Lady Gaga, Christina Aguilera, Kehlani, Selena Gomez & The Scene, Black Eyed Peas, Sean Kingston"
Balqees,"Rahma Riad, Fouad Abdulwahed, Carmen Soliman, Ayed, Majid Almohandis, Hussain Aljassmi, Waleed Al Shami, Myriam Fares, Maritta Hallani, Yara, Salma Rachid, Carole Samaha, Abdullah Al Hameem, Ahlam, Maya Diab, Ziad Bourji, Rashed Al-Majed, Aseel Hameem, Saif Nabeel, Bader AlShuaibi"
SOMA FM,
Abdul Majeed Abdullah,"Miami Band, Kadim Al Sahir, Fadel Chaker, Julia Boutros, Ahlam, Wael Kfoury, Elissa, Marwan Khoury, Angham, Khaled Abdul Rahman, Nawal Al Zoghbi, Haytham Shaker, Melhem Zein, Ragheb Alama, Majid Almohandis, Carole Samaha, Mohammed Abdu, Zekra, Majida El Roumi, Myriam Fares"
Cigarettes After Sex,"Dream, Ivory, ""Hers"", Clairo, beabadoobee, Men I Trust, girl in red, Acid Ghost, Cults, Cuco, salvia palth, awfultune, Banes World, Tyler Burkhart, Strawberry Guy, The Walters, TV Girl, Current Joys, Matt Maltese, Duster, dandelion hands"
Abdallah khaled,
6YNTHMANE,"RXDXVIL, DJ FKU, Seek, SXID, slxughter, TRASHXRL, $pidxrs?808, TOKYOSLEEP, DJ Ritmo55, ARXMANE, LXNGVX, NXVAMANE, DJ Batidão, YOUTHISENDING, DJ RICK 013, IAMTRA$H, KFELIPEE, DJ TWOZ, NECROLX, DR MØB"
Øneheart,"Antent, MADEBYGODES, james king, my head is empty, daniel.mp3, reidenshi, Megami, Vague003, Kapa Boy, Instupendo, a vow, alixe., Paulie Leparik, TileKid, leadwave, METAHESH, pandora., Goomp, Pheebz, inertia."
Billie Eilish,"Melanie Martinez, Halsey, girl in red, Ellise, Julia Michaels, Alessia Cara, Bea Miller, King Princess, Ashe, Tate McRae, Alec Benjamin, The Neighbourhood, FINNEAS, Labrinth, Tove Lo, Bazzi, Madison Beer, Noah Cyrus, Nessa Barrett, Conan Gray"
KALEO,"Welshly Arms, Goodbye June, The Blue Stones, Barns Courtney, Reignwolf, Black Pistol Fire, The Wanton Bishops, Des Rocs, Dorothy, Royal Deluxe, Shawn James, The Bones of J.R. Jones, cleopatrick, The Record Company, X Ambassadors, Rival Sons, Foreign Air, The Heavy, Matt Maeson, The Stone Foxes"
A7ar0,
Danny Ocean,"Manuel Turizo, Mario Bautista, Mau y Ricky, CNCO, Sofía Reyes, Nio Garcia, Sebastian Yatra, Nacho, Greeicy, Lalo Ebratt, Lunay, Piso 21, Mike Bahía, Zion & Lennox, Andy Rivera, Joey Montana, Wisin, KEVIN ROLDAN, Sech, Dalex"
Pedro Mafama,"EU.CLIDES, José Pinhal, David Bruno, Ana Moura, João Não, ""Dino dSantiago"", A garota não, B Fachada, Cláudia Pascoal, Marisa Liz, Stereossauro, Ana Lua Caiano, Rita Vian, Cassete Pirata, Capitão Fausto, Luís Severo, Luís Trigacheiro, xtinto, Diabo Na Cruz, Os Quatro e Meia"
Ivandro,"Bispo, Gson, Julinho Ksd, Domingues, Mizzy Miles, Papillon, Plutonio, Aragão, Richie Campbell, Kappa Jotta, Slow J, X-Tense, Lhast, Van Zee, mishlawi, ProfJam, Piruka, Deejay Telio, FRANKIEONTHEGUITAR, Wet Bed Gang"
Nuno Ribeiro,"SYRO, Ivo Lucas, Sara Carreira, CAROLINA DE DEUS, Nena, Bárbara Bandeira, Anjos, Diogo Piçarra, ÁTOA, Fernando Daniel, Maninho, David Carreira, André Sardet, Cubita, Anselmo Ralph, João Pedro Pais, Virgul, Matias Damásio, Mastiksoul, Paulo Gonzo"
Juliette,"Wavy Naps, submarine, RC Jay, Calm Like Carl, Duos On Mars, Sid Southside, Kisiaria, 1930, Zatsuma, Flying Fruits, cuttingwood, Party Of Six, furozun, galaxx, Beamer, Mike Oliver, ULMÄR, Stan Morgley, The Modern Zolo, PIÑA PINK"
Calema,"Landrick, Soraia Ramos, Badoxa, Cubita, Anna Joyce, Rui Orlando, Yudi Fox, Matias Damásio, C4 Pedro, Djodje, Nelson Freitas, Jennifer Dias, Anselmo Ralph, Josslyn, Fernando Daniel, Boy Teddy, Jay Oliver, Liriany, Mika Mendes, Atim"
Bárbara Bandeira,"Fernando Daniel, Diana Lima, Ivo Lucas, Diogo Piçarra, D.A.M.A, ÁTOA, Os Quatro e Meia, João Só, Carolina Deslandes, Agir, David Carreira, Deejay Telio, Matay, Paulo Sousa, Anjos, Miguel Gameiro, João Pedro Pais, André Sardet, ""DZRT"", Jimmy P"
D.A.M.A,"ÁTOA, Bárbara Bandeira, Fernando Daniel, Ivo Lucas, Diogo Piçarra, Os Quatro e Meia, Agir, Diana Lima, Carolina Deslandes, João Só, Waze, Paulo Sousa, Bispo, João Pedro Pais, Carlão, Dengaz, Virgul, David Carreira, Miguel Araújo, Jimmy P"
MC Cabelinho,"Gaab, Filipe Ret, Costa Gold, Luccas Carlos, Papatinho, Mc IG, BK, Xamã, MC Rick, MC Maneirinho, Caio Luccas, Tz da Coronel, Oruam, Chris MC, Orochi, Chefin, BIN, Mc Poze do Rodo, Delacruz, Vulgo FK"
T-Rex,"Marc Bolan, Mott The Hoople, New York Dolls, Slade, Lou Reed, Faces, Sweet, The Kinks, MC5, Small Faces, Roxy Music, The Stranglers, The Yardbirds, Suzi Quatro, The Undertones, Love, The Stooges, ""Flamin Groovies"", The Modern Lovers, The Pretty Things"
Bispo,"Lhast, Waze, 9 Miller, ProfJam, GROGNation, Piruka, Plutonio, Holly Hood, Cálculo, Alcool Club, Kappa Jotta, Miguel Luz, Phoenix Rdc, Papillon, Valas, Slow J, Wet Bed Gang, Apollo G, Mundo Segundo, Sippinpurpp"
Mizzy Miles,"Lhast, 9 Miller, Sippinpurpp, LEO2745, Aragão, LON3R JOHNY, Kappa Jotta, FRANKIEONTHEGUITAR, ProfJam, Holly Hood, Minguito 283, X-Tense, xtinto, Papillon, Gson, Phoenix Rdc, Instinto 26, Van Zee, Yuri NR5, Julinho Ksd"
MC Xenon,"MC Vitin LC, DJ JOAO DA INESTAN, Mc Rodrigo do CN, DJ PH DA SERRA, Mc Digo STC, DJ Sammer, DJ ESCOBAR, Os Gemeos da Putaria, Dj Vitin do Pc, DJ FAISCA, Dj Aguilar, Dj Tg Da Inestan, Kotim, DJ ARTHUZIIN, Dj Scar, Mc Laranjinha, Dj Nk Da Serra, Dj Leo Lg, MC V7, DJ Lg do Sf"
Slow J,"""Arms Length"", Gleemer, Bouquet, FLAKE, Anxious, Charmer, Ben Quad, Mat Kerekes, Sweet Pill, Microwave, Balance And Composure, ""Cant Swim"", Dikembe, Fiddlehead, Glitterer, saturdays at your place, TRSH, No Pressure, Free Throw, Carly Cosgrove"
DJ Katrip,"Vitera DJ, Dj W-Beatz, DJ CARAI, GP DA ZL, Ventura, DJ Léo Alves, DJ Ari SL, JC NO BEAT, DJ Shalom, Megabaile Do Areias, DJ Bertuga, DJ Ghost Floripa, Dj Jaja, DJ TOPO, Edy Lemond, DJ DN, DJ DUARTE, Sanchezz DJ, DogBeat, DJ Bratti SC"
Teto,"Mateca, Jovem Dex, Kawe, Marcos Baroni, Alee, Sidoka, Chefin, DJ Matt D, Borges, WIU, Japa, Reid, Ryu, the Runner, Yunk Vino, MC Caverinha, Aka Rasta, Vulgo FK, UCLÃ, Brandão85, Leozin"
LON3R JOHNY,"Lhast, Sippinpurpp, ProfJam, Mizzy Miles, 9 Miller, Yuri NR5, Van Zee, Papillon, Holly Hood, xtinto, X-Tense, Chico da Tina, LEO2745, Regula, Dillaz, Kappa Jotta, Plutonio, Gson, GROGNation, Minguito 283"
Richie Campbell,"Plutonio, Piruka, Slow J, Papillon, Kappa Jotta, GROGNation, Wet Bed Gang, Holly Hood, Phoenix Rdc, 9 Miller, Bispo, Lhast, Valas, ""Dino dSantiago"", ProfJam, Regula, Apollo G, Deejay Telio, Jimmy P, mishlawi"
Bárbara Tinoco,"Nena, CAROLINA DE DEUS, Carolina Deslandes, Bárbara Bandeira, SYRO, Os Quatro e Meia, Nuno Ribeiro, Diogo Piçarra, Fernando Daniel, Rita Rocha, D.A.M.A, Ivo Lucas, ÁTOA, Pedro Abrunhosa, Agir, Domingues, ""DZRT"", Marisa Liz, Sara Carreira, Bispo"
Luis Vega,"Orquesta de Oro, Joseca, ""Orquesta Internacional ABanda Sombra"", Orquesta Internacional Guachambe, Corona, Orquesta New Tropical Swing, Orquesta Aguanile, Orquesta La Propuesta, Diego Ríos, Pablito HC, Agrupación EUPHORIA, Qmbia Juan, Super Auto, PK DOS, ORQUESTA SON 3, Los Trampa, Orquesta New Bolivia Band, Cumbia de la Cruz, David Soliz, Grupo Veneno"
Troye Sivan,"Ruel, Sasha Alex Sloan, LANY, Rina Sawayama, Chelsea Cutler, Charli XCX, Allie X, Greyson Chance, Lauv, Hayley Kiyoko, Fiji Blue, Mokita, Gentle Bones, HONNE, Valley, Johnny Orlando, ""Why Dont We"", NIKI, Julia Michaels, joan"
Anne-Marie,"Rita Ora, Jess Glynne, NOTD, Ellie Goulding, Ella Henderson, Mabel, Ella Eyre, Liam Payne, Hailee Steinfeld, NEIKED, Julia Michaels, Alessia Cara, Bebe Rexha, HRVY, Jessie J, Jax Jones, Bea Miller, Fifth Harmony, Daya, Clean Bandit"
Tom Grennan,"Sea Girls, Sam Fender, Blossoms, Vistas, The Hunna, Viola Beach, Gerry Cinnamon, Saint Raymond, Tom Walker, Ten Tonnes, Sundara Karma, BANNERS, Circa Waves, Dermot Kennedy, KAWALA, Ella Henderson, The Snuts, Ryan McMullan, Grace Davies, Sam Ryder"
Florence + The Machine,"Sky Ferreira, Lykke Li, Lily Allen, St. Vincent, London Grammar, The xx, King Princess, BANKS, MØ, Kate Nash, Bleachers, Zella Day, Of Monsters and Men, Regina Spektor, Wolf Alice, HAIM, Allie X, Bombay Bicycle Club, Fiona Apple, Paris Paloma, "
Hozier,"Phoebe Bridgers, Vance Joy, The Head And The Heart, The Lumineers, Noah Kahan, Gregory Alan Isakov, Mumford & Sons, The Oh Hellos, Lord Huron, John Vincent III, Briston Maroney, Paris Paloma, James Bay, Richy Mitch & The Coal Miners, Yoke Lore, Mt. Joy, The Paper Kites, Matt Maeson, flipturn, Del Water Gap"
Noah Kahan,"Chelsea Cutler, Wingtip, The 502s, John Vincent III, Oliver Hazard, Yoke Lore, Morningsiders, Josiah and the Bonnevilles, Briston Maroney, Caamp, Mt. Joy, Joy Oladokun, Wild Rivers, HARBOUR, Jordy Searcy, Richy Mitch & The Coal Miners, Christian French, Wilderado, Del Water Gap, Chance Peña"
Jonas Brothers,"Hannah Montana, Christopher Wilde, Nick Jonas & The Administration, The Cheetah Girls, Jesse McCartney, Nick Jonas, Vanessa Hudgens, Bridgit Mendler, High School Musical Cast, Aly & AJ, Hilary Duff, Selena Gomez & The Scene, Ashley Tisdale, Miranda Cosgrove, McFly, DNCE, 5 Seconds of Summer, Zac Efron, Demi Lovato, Steve Rushton"
La Joaqui,"FMK, Papichamp, L-Gante, YSY A, Alan Gomez, ECKO, Neo Pistea, Axel Caram, Chano, La Kuppe, Maty Deejay, Gusty dj, DJ Alex, DJ Tao, Salastkbron, EL NOBA, Perro Primo, Callejero Fino, Alejo Isakk, Kaleb Di Masi"
Rei,"Reyli Barba, Jesse & Joy, Sin Bandera, Kalimba, Ha*Ash, Camila, Playa Limbo, Luis Fonsi, Paty Cantú, Kany García, Sandoval, La Quinta Estacion, Kudai, Tommy Torres, Yahir, Aleks Syntek, Axel, Fanny Lu, Danna Paola, Alejandro Fernández"
LA NUEVA ESCUELA,"El Mayor Clasico, Quimico Ultra Mega, Musicologo The Libro, Bulova, Lirico En La Casa, El Fother, Atomic Otro Way, El Super Nuevo, Liro Shaq, Los Teke Teke, El Chuape, El Cherry Scom, Chimbala, Crazy Design, Jc La Nevula, Albert 06, Nfasis, Mozart La Para, Black Jonas Point, Dixson Waz"
FMK,"Lautaro Lopez, Neo Pistea, Midel, Frijo, Trueno, Tygas, La Joaqui, YSY A, LIT killah, ECKO, Papichamp, Seven Kayne, KHEA, L-Gante, Bhavi, M2H, Axel Caram, Alan Gomez, Tiago PZK, Emanero"
Kidd,"Logan Michael, Sean Stemaly, Jay Webb, Trey Lewis, Mason Horne, Hayden Coffman, LECADE, Justin Champagne, Bryan Andrews, Chase Matthew, David Morris, Taylor Ray Holbrook, Rvshvd, Drew Green, Austin Snell, Dylan Marlowe, Chris Hosier, Noah Hicks, DLU Kemp, Jamie Ray"
RACK,"Bossikan, Strat, Mente Fuerte, Ivan Greko, Roi 6/12, Saske, TOQUEL, SNIK, FLY LO, Sigma, Fy, RICTA, Hawk, Trannos, Mad Clip, Kidd, Dirty Harry, Leaderbrain, SIDARTA, Wang"
LILA,"Lil Yachty, Gunna, Young Nudy, Don Toliver, Pi’erre Bourne, SahBabii, Trippie Redd, Comethazine, Kodak Black, Tay-K, Playboi Carti, Young Thug, Yung Bans, Lil Keed, Blueface, 21 Savage, A$AP ANT, UnoTheActivist, D. Savage, Migos"
Sin Boy,"Billy Sio, Mad Clip, Ν.Ο.Ε., SNIK, Iratus, Ypo, Thitis, iLLEOo, MG, Light, DJ Stephan, GAB, Dirty Harry, Oge, Jitano, Yolte, Strat, Roi 6/12, Kidd, Thug Slime"
Fy,"LXRY PXNK, Low Detail, Misfit, What The Phonk, Trias, blueberry, nightcity., Habentub, THIRST, Vinsmoker, TRA$HCVNDY, PHARAØH, TOKYOSLEEP, IAMTRA$H, DVRKMANE, HXNNA, ANTOSHKA, NECROLX, Nulteex, D4C"
Ivan Greko,"Strat, Roi 6/12, Leaderbrain, Kidd, Jitano, Dirty Harry, Lau Jr, Feisty, Bossikan, Billy Sio, ATC Nico, MG, Khay Be, Thug Slime, Oge, iLLEOo, GAB, Yolte, FLY LO, Alecc"
Hawk,"Falling Up, Stellar Kart, Everyday Sunday, The Afters, Capital Lights, Kutless, Run Kid Run, This Beautiful Republic, Remedy Drive, Family Force 5, Sanctus Real, Relient K, Fireflight, Building 429, Switchfoot, Tenth Avenue North, Seventh Day Slumber, FM Static, Spoken, Disciple"
Sigma,"ShockOne, Camo & Krooked, Fred V, Brookes Brothers, Metrik, Danny Byrd, Netsky, DC Breaks, The Prototypes, Culture Shock, Kove, High Contrast, DJ Fresh, Friction, Delta Heavy, Wilkinson, Logistics, Tantrum Desire, Grafix, BCee"
Thug Slime,"Scar, Khay Be, Jitano, Lau Jr, Kidd, Roi 6/12, Dirty Harry, ATC Nico, Silly Slime, Strat, Leaderbrain, Alecc, DJ Tune, Feisty, Lamanif, MG, Billy Sio, GAB, Ggreco, Ivan Greko"
Light,"Betty Who, VÉRITÉ, The Aces, BROODS, Ryn Weaver, Transviolet, flor, Fickle Friends, Luna Shadows, Phoebe Ryan, Now, Now, Allie X, Tegan and Sara, Kiiara, XYLØ, MUNA, Terror Jr, i_o, PVRIS, Kailee Morgue"
Bossikan,"Roi 6/12, Dirty Harry, Leaderbrain, Strat, Ivan Greko, Jitano, Feisty, Kidd, MG, Lau Jr, Oge, iLLEOo, Billy Sio, ATC Nico, Thug Slime, FLY LO, Sigma, Yolte, Khay Be, RICTA"
Kimi,"Drew Gehling, Ryan McCartan, Erika Henningsen, Cast of Galavant, Megan Hilty, Original Cast of Hadestown, Megan Nicole Dong, Josh Radnor, Bring It On: The Musical - Original Broadway Cast, The Centaurworld Cast, Parvesh Cheena, Dominic Bisignano, Brian Stokes Mitchell, Isabella Russo, Roman Engel, Dee Bradley Baker, Kody Kavitha, Varian, Krystina Alabado, Sterling K. Brown"
SIDARTA,"Saske, Sigma, Mente Fuerte, Hawk, Bossikan, Fy, TOQUEL, Roi 6/12, RACK, Ivan Greko, SNIK, Strat, Trannos, Dirty Harry, RICTA, Kidd, Light, FLY LO, Wang, Mad Clip"
Oge,"Panos Kiamos, Eleni Hatzidou, Demy, Katerina Stikoudi, Giorgos Papadopoulos, Konstantinos Argiros, Nikos Apergis, Ilias Vrettos, Giorgos Sabanis, Dimos Anastasiadis, Peter D, Sakis Arseniou, Elli Kokkinou, REC, Nikiforos, Tamta, Eleni Foureira, Christina Salti, Nino Xypolitas, Melisses"
Eleni Foureira,"Konstantinos Argiros, Melisses, Panos Kiamos, Elli Kokkinou, Giorgos Papadopoulos, Tamta, Ilias Vrettos, Giorgos Sabanis, Dimos Anastasiadis, Nikiforos, Michalis Hatzigiannis, Onirama, Despina Vandi, Ivi Adamou, Demy, Nikos Apergis, Giorgos Mazonakis, Stavento, Katerina Stikoudi, Sakis Rouvas"
Immune,"Sadam, Raps On The Run, Dof Twogee, Ethismos, HGEMONA$, VLOSPA, Buzz, Block 93, TSE, Retro, Mikros Kleftis, Anser, Tzamal, Beats Pliz, DJ.Silence, 12os Pithikos, Katohos, City Center, Negros Tou Moria, Trouf"
Roi 6/12,"Kidd, Dirty Harry, Lau Jr, Leaderbrain, Feisty, Jitano, Yolte, Khay Be, Strat, Lamanif, Oge, ATC Nico, MG, Bossikan, Ivan Greko, Mef, GAMEBOY, GAB, Thug Slime, Billy Sio"
Anastasia,"Aspa, Josephine, Giorgos Kakosaios, Petros Iakovidis, Kings, Katerina Lioliou, Ellize, Nikos Apergis, Stan, Lena Zevgara, EPITHE, Melisses, Daphne Lawrence, Thodoris Ferris, Giorgos Sabanis, Sigma, Ioulia Kallimani, Mente Fuerte, Ilias Vrettos, Eleni Foureira"
Trannos,"Ivan Greko, Bossikan, Strat, Fy, Roi 6/12, Leaderbrain, FLY LO, Thug Slime, Kidd, SNIK, Mad Clip, Dirty Harry, Mente Fuerte, RICTA, Sigma, TOQUEL, ATC Nico, Feisty, MG, RACK"
Mente Fuerte,"Saske, Leaderbrain, Sigma, Ellize, Dirty Harry, EPITHE, Bossikan, Oge, Roi 6/12, MG, Fy, Hawk, Sin Laurent, Ivan Greko, Strat, TOQUEL, SNIK, DJ Stephan, Yolte, Kidd"
Saske,"Mente Fuerte, Sigma, Hawk, Dirty Harry, Ellize, Roi 6/12, Bossikan, Leaderbrain, MG, EPITHE, Yolte, Fy, Oge, iLLEOo, Ivan Greko, Kidd, TOQUEL, SNIK, Wang, Strat"
Wang,"Naked Eyes, Animotion, Howard Jones, Corey Hart, The Power Station, Thompson Twins, The Fixx, Real Life, Kajagoogoo, ""Til Tuesday"", Missing Persons, Berlin, Men Without Hats, The Motels, Cutting Crew, When In Rome, Thomas Dolby, The Romantics, ABC, Mr. Mister"
Jitano,"Khay Be, Billy Sio, Lau Jr, Scar, GAB, DJ Tune, Mike G, DJ.Silence, Corle, Diablo, Leaderbrain, DIFF, Oge, Lamanif, GAMEBOY, Feisty, Dirty Harry, Niku Bossi, Lil Barty, Kidd"
FLY LO,"Strat, Roi 6/12, Ivan Greko, Bossikan, Kidd, Dirty Harry, ATC Nico, RICTA, Thug Slime, Leaderbrain, MG, Yolte, Feisty, Lau Jr, iLLEOo, Jitano, Block 93, Wang, Alecc, Mad Clip"
Bloody Hawk,"Κako, Dof Twogee, Raps On The Run, FANN, Beats Pliz, Logos Timis, VLOSPA, Novel 729, Wang, Mikros Kleftis, Immune, Anser, Ethismos, LEX, Dani Gambino, HGEMONA$, Buzz, Negros Tou Moria, Joker/Two-Face, Iratus"
Dani Gambino,"Raps On The Run, Immune, Dof Twogee, VLOSPA, Wang, Block 93, Beats Pliz, HGEMONA$, Mikros Kleftis, Sadam, Strat, Ethismos, Bloody Hawk, RICTA, FANN, Logos Timis, ATC Nico, Yolte, Negros Tou Moria, Retro"
TOQUEL,"Roi 6/12, Bossikan, Strat, Sin Laurent, Mente Fuerte, Dirty Harry, MG, Saske, Sigma, SNIK, Hawk, Fy, Mad Clip, Ivan Greko, Kidd, FLY LO, Leaderbrain, RICTA, Yolte, Sin Boy"
Konstantinos Argiros,"Ilias Vrettos, Giorgos Papadopoulos, Nikiforos, Dimos Anastasiadis, Melisses, Nikos Apergis, Eleni Hatzidou, Nino Xypolitas, Panos Kiamos, Giorgos Sabanis, Konstantinos Koufos, Thodoris Ferris, Nikos Makropoulos, Konstantinos Galanos, Elli Kokkinou, Sakis Arseniou, Panos Kalidis, Thanos Petrelis, Giorgos Tsalikis, Eleni Foureira, "
RICTA,"Block 93, Strat, ATC Nico, Kidd, Roi 6/12, Wang, Leaderbrain, Ivan Greko, Dirty Harry, Bossikan, HGEMONA$, Raps On The Run, VLOSPA, Dof Twogee, City Center, FLY LO, Yolte, Dani Gambino, Feisty, Immune"
Alecc,"AJ Mitchell, Alexander Stewart, Tate McRae, Anson Seabra, Anna Clendening, ""Why Dont We"", Ruel, Ellise, Sasha Alex Sloan, Charlotte Lawrence, Bea Miller, Etham, Alexander 23, Dean Lewis, Ashe, Clara Mae, Hey Violet, Ruth B., Sara Kays, Nico Collins"
Ioulia Kallimani,"Lena Zevgara, Giorgos Livanis, Katerina Lioliou, Fay Roumpini, Vasilis Dimas, Sakis Arseniou, Giorgos Mais, Konstantinos Nazis, Giannis Tassios, Apostolia Zoi, Konstantinos Galanos, Dimitris Giotis, Eleni Hatzidou, Haris Kostopoulos, Aggeliki Iliadi, Stamatis Gonidis, Amaryllis, Makis Dimakis, Triantafillos, Thodoris Ferris"
SNIK,"Sin Boy, Billy Sio, Mad Clip, Ν.Ο.Ε., Iratus, Aurys, Dump Chip, Soulmelt, Light, Funky Juice Trio, Thitis, Fy, Bossikan, MG, Copita, Ivan Greko, Strat, Mente Fuerte, Roi 6/12, Dirty Harry"
Rels B,"DELLAFUENTE, Kidd Keo, Don Patricio, Maikel Delacalle, Charles Ans, Aleman, Natos y Waor, Alvaro Diaz, Yung Beef, Adán Cruz, Cruz Cafuné, Simpson Ahuevo, Ayax y Prok, NATHY PELUSO, Sabino, Bejo, La Banda Baston, Ed Maverick, Kaydy Cain, Recycled J"
Morat,"Mike Bahía, Dvicio, Ventino, Manuel Medrano, Fonseca, Greeicy, Andrés Cepeda, Carlos Baute, Reik, Bacilos, Sebastian Yatra, Cali Y El Dandee, Jesse & Joy, Fanny Lu, Danna Paola, Beret, Piso 21, Lasso, David Bisbal, Paty Cantú"
SMILE BEATS,
LH,"Aurora Beach, Dusty Clav, The Amnesias, The Amnesias, Sunset Chamber, Retrosoft, Crow City, Cyan Haze, slowbomb, Nordic Winds, Purple Holiday, Forest Noir, Melodycloud, faint echoes, Forest Noir, The Amnesias, chromatic reflections, Cut Through Noise, Riverside Underground, orbital voices"
Anyuri,"El Zeta, Fulo El Yeyo, Dubosky, LH, Nerry Money, El Codigo Kirkao, Kabliz, Robi Guid, Aley La Nueve, T.O.T, The 5 Love, Andiex, Mole, Chamaco, El Boy C, El Boys C, Tachi, Original Fat, Danny Yash, Eiby"
